date,category,product,distribution_center,supplier,manual_forecast,actual_demand,stock_level,lead_time_days,delivery_performance,customer_satisfaction,allocation_efficiency,forecast_accuracy,stockout,stockout_qty,overstock,overstock_qty,forecast_error,forecast_error_pct,forecast_bias
2024-01-24,Clothing,Shoes,West DC,Supplier C,165,140,174,6,99,4.11,75.71,82.14,False,0,True,34,25,17.86,Over-forecast
2024-01-24,Clothing,Shoes,East DC,Supplier C,186,218,207,6,100,4.16,94.95,85.32,True,11,False,0,-32,14.68,Under-forecast
2024-01-24,Clothing,T-shirt,Central DC,Supplier D,418,376,450,8,100,3.94,80.32,88.83,False,0,False,74,42,11.17,Over-forecast
2024-01-24,Clothing,T-shirt,South DC,Supplier A,326,301,369,4,100,4.87,77.41,91.69,False,0,True,68,25,8.31,Over-forecast
2024-01-24,Food,Milk,Central DC,Supplier E,200,174,223,10,101,4.36,71.84,85.06,False,0,True,49,26,14.94,Over-forecast
2024-01-24,Food,Milk,East DC,Supplier C,268,240,292,5,97,4.64,78.33,88.33,False,0,True,52,28,11.67,Over-forecast
2024-01-24,Food,Chocolate,South DC,Supplier C,329,284,354,4,99,4.52,75.35,84.15,False,0,True,70,45,15.85,Over-forecast
2024-01-24,Food,Chocolate,West DC,Supplier E,268,224,290,11,111,4.49,70.54,80.36,False,0,True,66,44,19.64,Over-forecast
2024-01-24,Food,Coffee,South DC,Supplier D,193,238,203,12,100,3.63,85.29,81.09,True,35,False,0,-45,18.91,Under-forecast
2024-01-24,Food,Coffee,Central DC,Supplier E,269,235,304,12,101,4.59,70.64,85.53,False,0,True,69,34,14.47,Over-forecast
2024-01-24,Home Goods,Table,Central DC,Supplier D,74,85,78,12,80,3.52,91.76,87.06,True,7,False,0,-11,12.94,Under-forecast
2024-01-24,Home Goods,Table,South DC,Supplier C,51,62,56,7,97,3.79,90.32,82.26,True,6,False,0,-11,17.74,Under-forecast
2024-01-24,Home Goods,Curtains,Central DC,Supplier B,147,127,155,3,100,4.42,77.95,84.25,False,0,True,28,20,15.75,Over-forecast
2024-01-24,Home Goods,Curtains,East DC,Supplier E,66,73,75,14,90,4.3,97.26,90.41,False,0,False,2,-7,9.59,Accurate
2024-01-24,Home Goods,Chair,East DC,Supplier D,109,100,116,11,97,4.51,84.0,91.0,False,0,False,16,9,9.0,Accurate
2024-01-24,Home Goods,Chair,South DC,Supplier D,78,67,82,15,80,3.99,77.61,83.58,False,0,True,15,11,16.42,Over-forecast
2024-01-24,Sports,Dumbbells,West DC,Supplier A,133,118,142,4,100,4.22,79.66,87.29,False,0,True,24,15,12.71,Over-forecast
2024-01-24,Sports,Dumbbells,East DC,Supplier B,79,97,87,5,100,3.65,89.69,81.44,True,10,False,0,-18,18.56,Under-forecast
2024-01-24,Sports,Fitness Tracker,West DC,Supplier B,134,153,141,4,99,3.8,92.16,87.58,True,12,False,0,-19,12.42,Under-forecast
2024-01-24,Sports,Fitness Tracker,Central DC,Supplier E,61,56,68,14,101,5.0,78.57,91.07,False,0,True,12,5,8.93,Accurate
2024-01-24,Sports,Running Shoes,South DC,Supplier E,88,96,97,9,107,4.72,98.96,91.67,False,0,False,1,-8,8.33,Accurate
2024-01-24,Sports,Running Shoes,West DC,Supplier C,203,170,213,4,97,4.23,74.71,80.59,False,0,True,43,33,19.41,Over-forecast
2024-01-24,Beauty,Skincare,South DC,Supplier E,153,188,174,11,97,3.82,92.55,81.38,True,14,False,0,-35,18.62,Under-forecast
2024-01-24,Beauty,Skincare,West DC,Supplier B,211,190,226,3,100,4.13,81.05,88.95,False,0,False,36,21,11.05,Over-forecast
2024-01-24,Beauty,Shampoo,West DC,Supplier B,141,168,160,6,90,3.58,95.24,83.93,True,8,False,0,-27,16.07,Under-forecast
2024-01-24,Beauty,Shampoo,Central DC,Supplier E,204,187,232,13,101,4.89,75.94,90.91,False,0,True,45,17,9.09,Over-forecast
2024-01-24,Beauty,Perfume,South DC,Supplier D,149,127,164,10,100,4.32,70.87,82.68,False,0,True,37,22,17.32,Over-forecast
2024-01-24,Beauty,Perfume,East DC,Supplier A,96,114,108,5,90,3.79,94.74,84.21,True,6,False,0,-18,15.79,Under-forecast
2024-01-25,Electronics,Tablet,East DC,Supplier C,109,122,120,2,101,3.63,98.36,89.34,True,2,False,0,-13,10.66,Under-forecast
2024-01-25,Electronics,Tablet,Central DC,Supplier B,217,182,240,5,100,4.17,68.13,80.77,False,0,True,58,35,19.23,Over-forecast
2024-01-25,Electronics,Phone,East DC,Supplier B,84,101,92,3,99,4.11,91.09,83.17,True,9,False,0,-17,16.83,Under-forecast
2024-01-25,Electronics,Phone,South DC,Supplier E,131,113,143,19,90,4.49,73.45,84.07,False,0,True,30,18,15.93,Over-forecast
2024-01-25,Electronics,Laptop,South DC,Supplier E,153,135,167,19,97,4.43,76.3,86.67,False,0,True,32,18,13.33,Over-forecast
2024-01-25,Electronics,Laptop,East DC,Supplier E,132,149,142,20,70,3.87,95.3,88.59,True,7,False,0,-17,11.41,Under-forecast
2024-01-25,Clothing,T-shirt,West DC,Supplier A,205,239,216,3,97,4.41,90.38,85.77,True,23,False,0,-34,14.23,Under-forecast
2024-01-25,Clothing,T-shirt,Central DC,Supplier B,162,198,175,4,97,3.43,88.38,81.82,True,23,False,0,-36,18.18,Under-forecast
2024-01-25,Clothing,Sweater,South DC,Supplier D,359,396,392,6,97,4.57,98.99,90.66,True,4,False,0,-37,9.34,Under-forecast
2024-01-25,Clothing,Sweater,East DC,Supplier B,246,296,276,2,97,4.23,93.24,83.11,True,20,False,0,-50,16.89,Under-forecast
2024-01-25,Clothing,Shoes,West DC,Supplier C,367,332,400,4,99,4.33,79.52,89.46,False,0,True,68,35,10.54,Over-forecast
2024-01-25,Clothing,Shoes,South DC,Supplier C,251,296,272,5,97,3.9,91.89,84.8,True,24,False,0,-45,15.2,Under-forecast
2024-01-25,Food,Cheese,West DC,Supplier C,139,174,151,7,97,2.88,86.78,79.89,True,23,False,0,-35,20.11,Under-forecast
2024-01-25,Food,Cheese,East DC,Supplier C,345,313,375,4,99,4.5,80.19,89.78,False,0,False,62,32,10.22,Over-forecast
2024-01-25,Food,Bread,South DC,Supplier A,227,200,243,3,97,4.2,78.5,86.5,False,0,True,43,27,13.5,Over-forecast
2024-01-25,Food,Bread,West DC,Supplier B,239,290,271,4,90,3.79,93.45,82.41,True,19,False,0,-51,17.59,Under-forecast
2024-01-25,Food,Eggs,Central DC,Supplier D,172,208,194,8,90,3.97,93.27,82.69,True,14,False,0,-36,17.31,Under-forecast
2024-01-25,Food,Eggs,West DC,Supplier D,172,200,187,12,90,4.0,93.5,86.0,True,13,False,0,-28,14.0,Under-forecast
2024-01-25,Home Goods,Curtains,West DC,Supplier C,128,154,136,5,103,3.45,88.31,83.12,True,18,False,0,-26,16.88,Under-forecast
2024-01-25,Home Goods,Curtains,South DC,Supplier E,124,155,139,17,100,3.15,89.68,80.0,True,16,False,0,-31,20.0,Under-forecast
2024-01-25,Home Goods,Rug,Central DC,Supplier B,115,127,126,5,97,4.49,99.21,90.55,True,1,False,0,-12,9.45,Under-forecast
2024-01-25,Home Goods,Rug,South DC,Supplier B,210,178,230,4,100,4.16,70.79,82.02,False,0,True,52,32,17.98,Over-forecast
2024-01-25,Home Goods,Lamp,South DC,Supplier B,90,110,95,2,97,3.79,86.36,81.82,True,15,False,0,-20,18.18,Under-forecast
2024-01-25,Home Goods,Lamp,Central DC,Supplier B,140,118,152,3,97,4.43,71.19,81.36,False,0,True,34,22,18.64,Over-forecast
2024-01-25,Sports,Fitness Tracker,West DC,Supplier A,64,75,70,2,100,3.86,93.33,85.33,True,5,False,0,-11,14.67,Under-forecast
2024-01-25,Sports,Fitness Tracker,East DC,Supplier A,97,120,110,4,100,4.11,91.67,80.83,True,10,False,0,-23,19.17,Under-forecast
2024-01-25,Sports,Running Shoes,Central DC,Supplier A,79,71,83,3,97,4.28,83.1,88.73,False,0,False,12,8,11.27,Accurate
2024-01-25,Sports,Running Shoes,East DC,Supplier D,77,69,82,9,100,4.61,81.16,88.41,False,0,False,13,8,11.59,Accurate
2024-01-25,Sports,Yoga Mat,West DC,Supplier C,149,128,166,8,100,4.47,70.31,83.59,False,0,True,38,21,16.41,Over-forecast
2024-01-25,Sports,Yoga Mat,Central DC,Supplier C,158,182,179,4,99,4.0,98.35,86.81,True,3,False,0,-24,13.19,Under-forecast
2024-01-25,Beauty,Perfume,South DC,Supplier A,78,95,86,2,100,4.32,90.53,82.11,True,9,False,0,-17,17.89,Under-forecast
2024-01-25,Beauty,Perfume,East DC,Supplier B,129,114,139,5,97,4.35,78.07,86.84,False,0,True,25,15,13.16,Over-forecast
2024-01-25,Beauty,Skincare,East DC,Supplier D,139,128,147,8,90,4.93,85.16,91.41,False,0,False,19,11,8.59,Over-forecast
2024-01-25,Beauty,Skincare,West DC,Supplier A,136,118,148,3,97,4.18,74.58,84.75,False,0,True,30,18,15.25,Over-forecast
2024-01-25,Beauty,Shampoo,Central DC,Supplier C,79,87,89,8,100,5.0,97.7,90.8,False,0,False,2,-8,9.2,Accurate
2024-01-25,Beauty,Shampoo,South DC,Supplier C,97,108,107,6,90,3.69,99.07,89.81,True,1,False,0,-11,10.19,Under-forecast
2024-01-26,Electronics,Laptop,South DC,Supplier E,77,71,86,16,101,4.68,78.87,91.55,False,0,True,15,6,8.45,Accurate
2024-01-26,Electronics,Laptop,West DC,Supplier B,135,123,144,6,100,4.44,82.93,90.24,False,0,False,21,12,9.76,Over-forecast
2024-01-26,Electronics,Phone,Central DC,Supplier B,74,82,79,2,97,4.46,96.34,90.24,True,3,False,0,-8,9.76,Accurate
2024-01-26,Electronics,Phone,East DC,Supplier A,116,107,124,4,100,5.0,84.11,91.59,False,0,False,17,9,8.41,Accurate
2024-01-26,Electronics,Camera,East DC,Supplier E,165,152,175,9,113,5.0,84.87,91.45,False,0,False,23,13,8.55,Over-forecast
2024-01-26,Electronics,Camera,West DC,Supplier D,116,133,122,9,99,4.04,91.73,87.22,True,11,False,0,-17,12.78,Under-forecast
2024-01-26,Clothing,Sweater,West DC,Supplier B,224,207,254,3,100,4.85,77.29,91.79,False,0,True,47,17,8.21,Over-forecast
2024-01-26,Clothing,Sweater,East DC,Supplier D,623,522,700,11,60,3.95,65.9,80.65,False,0,True,178,101,19.35,Over-forecast
2024-01-26,Clothing,T-shirt,South DC,Supplier E,228,264,256,8,107,3.6,96.97,86.36,True,8,False,0,-36,13.64,Under-forecast
2024-01-26,Clothing,T-shirt,East DC,Supplier C,354,296,399,6,90,4.0,65.2,80.41,False,0,True,103,58,19.59,Over-forecast
2024-01-26,Clothing,Jeans,West DC,Supplier D,267,245,300,9,101,4.68,77.55,91.02,False,0,True,55,22,8.98,Over-forecast
2024-01-26,Clothing,Jeans,East DC,Supplier C,182,154,200,6,99,4.42,70.13,81.82,False,0,True,46,28,18.18,Over-forecast
2024-01-26,Food,Coffee,East DC,Supplier E,288,262,327,10,99,4.92,75.19,90.08,False,0,True,65,26,9.92,Over-forecast
2024-01-26,Food,Coffee,West DC,Supplier B,390,343,447,2,97,4.58,69.68,86.3,False,0,True,104,47,13.7,Over-forecast
2024-01-26,Food,Bread,West DC,Supplier C,342,290,389,4,97,4.66,65.86,82.07,False,0,True,99,52,17.93,Over-forecast
2024-01-26,Food,Bread,South DC,Supplier A,430,386,460,3,100,4.24,80.83,88.6,False,0,False,74,44,11.4,Over-forecast
2024-01-26,Food,Milk,West DC,Supplier B,274,248,312,3,100,4.68,74.19,89.52,False,0,True,64,26,10.48,Over-forecast
2024-01-26,Food,Milk,East DC,Supplier C,312,386,349,9,90,4.0,90.41,80.83,True,37,False,0,-74,19.17,Under-forecast
2024-01-26,Home Goods,Chair,West DC,Supplier C,73,64,83,4,99,4.21,70.31,85.94,False,0,True,19,9,14.06,Accurate
2024-01-26,Home Goods,Chair,East DC,Supplier A,139,123,147,2,97,4.44,80.49,86.99,False,0,False,24,16,13.01,Over-forecast
2024-01-26,Home Goods,Pillow,West DC,Supplier B,93,81,98,2,99,4.52,79.01,85.19,False,0,True,17,12,14.81,Over-forecast
2024-01-26,Home Goods,Pillow,Central DC,Supplier B,189,166,215,2,99,4.37,70.48,86.14,False,0,True,49,23,13.86,Over-forecast
2024-01-26,Home Goods,Rug,East DC,Supplier C,75,91,85,5,101,4.18,93.41,82.42,True,6,False,0,-16,17.58,Under-forecast
2024-01-26,Home Goods,Rug,South DC,Supplier A,148,133,157,4,100,4.61,81.95,88.72,False,0,False,24,15,11.28,Over-forecast
2024-01-26,Sports,Fitness Tracker,East DC,Supplier C,109,124,115,6,100,4.19,92.74,87.9,True,9,False,0,-15,12.1,Under-forecast
2024-01-26,Sports,Fitness Tracker,West DC,Supplier B,123,108,139,4,97,4.39,71.3,86.11,False,0,True,31,15,13.89,Over-forecast
2024-01-26,Sports,Tennis Racket,East DC,Supplier C,117,147,131,7,100,3.08,89.12,79.59,True,16,False,0,-30,20.41,Under-forecast
2024-01-26,Sports,Tennis Racket,Central DC,Supplier C,145,180,152,8,90,3.47,84.44,80.56,True,28,False,0,-35,19.44,Under-forecast
2024-01-26,Sports,Yoga Mat,South DC,Supplier B,74,87,81,4,99,4.06,93.1,85.06,True,6,False,0,-13,14.94,Under-forecast
2024-01-26,Sports,Yoga Mat,West DC,Supplier A,102,90,109,2,100,4.04,78.89,86.67,False,0,True,19,12,13.33,Over-forecast
2024-01-26,Beauty,Shampoo,East DC,Supplier E,98,89,109,15,101,4.51,77.53,89.89,False,0,True,20,9,10.11,Accurate
2024-01-26,Beauty,Shampoo,South DC,Supplier C,218,186,237,6,100,4.64,72.58,82.8,False,0,True,51,32,17.2,Over-forecast
2024-01-26,Beauty,Hair Dryer,South DC,Supplier D,90,76,96,9,97,4.37,73.68,81.58,False,0,True,20,14,18.42,Over-forecast
2024-01-26,Beauty,Hair Dryer,East DC,Supplier E,249,212,271,12,97,4.23,72.17,82.55,False,0,True,59,37,17.45,Over-forecast
2024-01-26,Beauty,Skincare,West DC,Supplier D,70,78,79,13,80,3.87,98.72,89.74,False,0,False,1,-8,10.26,Accurate
2024-01-26,Beauty,Skincare,South DC,Supplier A,96,106,102,2,100,4.48,96.23,90.57,True,4,False,0,-10,9.43,Under-forecast
2024-01-27,Electronics,Smart Watch,West DC,Supplier C,186,168,202,4,97,4.21,79.76,89.29,False,0,True,34,18,10.71,Over-forecast
2024-01-27,Electronics,Smart Watch,East DC,Supplier B,126,108,134,5,90,4.4,75.93,83.33,False,0,True,26,18,16.67,Over-forecast
2024-01-27,Electronics,Laptop,Central DC,Supplier B,113,128,129,4,97,3.93,99.22,88.28,False,0,False,1,-15,11.72,Under-forecast
2024-01-27,Electronics,Laptop,West DC,Supplier A,192,177,208,1,97,4.94,82.49,91.53,False,0,False,31,15,8.47,Over-forecast
2024-01-27,Electronics,Tablet,Central DC,Supplier B,161,184,179,4,100,4.0,97.28,87.5,True,5,False,0,-23,12.5,Under-forecast
2024-01-27,Electronics,Tablet,South DC,Supplier A,192,165,220,1,97,4.73,66.67,83.64,False,0,True,55,27,16.36,Over-forecast
2024-01-27,Clothing,Jacket,Central DC,Supplier B,156,189,171,8,80,3.88,90.48,82.54,True,18,False,0,-33,17.46,Under-forecast
2024-01-27,Clothing,Jacket,South DC,Supplier C,298,258,328,4,99,4.65,72.87,84.5,False,0,True,70,40,15.5,Over-forecast
2024-01-27,Clothing,Sweater,South DC,Supplier B,156,181,173,5,100,4.09,95.58,86.19,True,8,False,0,-25,13.81,Under-forecast
2024-01-27,Clothing,Sweater,East DC,Supplier D,484,421,539,10,99,4.15,71.97,85.04,False,0,True,118,63,14.96,Over-forecast
2024-01-27,Clothing,Jeans,East DC,Supplier E,295,271,325,13,103,5.0,80.07,91.14,False,0,False,54,24,8.86,Over-forecast
2024-01-27,Clothing,Jeans,South DC,Supplier D,224,202,244,8,103,4.4,79.21,89.11,False,0,True,42,22,10.89,Over-forecast
2024-01-27,Food,Cheese,Central DC,Supplier A,236,261,263,2,97,4.71,99.23,90.42,False,0,False,2,-25,9.58,Under-forecast
2024-01-27,Food,Cheese,South DC,Supplier D,453,394,520,6,99,3.98,68.02,85.03,False,0,True,126,59,14.97,Over-forecast
2024-01-27,Food,Eggs,West DC,Supplier D,231,262,251,12,100,3.65,95.8,88.17,True,11,False,0,-31,11.83,Under-forecast
2024-01-27,Food,Eggs,East DC,Supplier D,275,328,298,6,99,4.29,90.85,83.84,True,30,False,0,-53,16.16,Under-forecast
2024-01-27,Food,Chocolate,West DC,Supplier A,327,386,370,3,100,4.47,95.85,84.72,True,16,False,0,-59,15.28,Under-forecast
2024-01-27,Food,Chocolate,South DC,Supplier D,447,379,473,13,90,4.52,75.2,82.06,False,0,True,94,68,17.94,Over-forecast
2024-01-27,Home Goods,Rug,South DC,Supplier C,137,122,146,7,100,4.55,80.33,87.7,False,0,False,24,15,12.3,Over-forecast
2024-01-27,Home Goods,Rug,Central DC,Supplier E,60,73,65,14,80,2.78,89.04,82.19,True,8,False,0,-13,17.81,Under-forecast
2024-01-27,Home Goods,Curtains,West DC,Supplier A,138,155,155,2,97,4.4,100.0,89.03,False,0,False,0,-17,10.97,Under-forecast
2024-01-27,Home Goods,Curtains,Central DC,Supplier B,71,78,78,6,100,4.71,100.0,91.03,False,0,False,0,-7,8.97,Accurate
2024-01-27,Home Goods,Lamp,East DC,Supplier B,99,88,110,2,97,4.35,75.0,87.5,False,0,True,22,11,12.5,Over-forecast
2024-01-27,Home Goods,Lamp,West DC,Supplier B,50,62,52,4,100,3.45,83.87,80.65,True,10,False,0,-12,19.35,Under-forecast
2024-01-27,Sports,Yoga Mat,West DC,Supplier D,64,76,69,8,99,4.06,90.79,84.21,True,7,False,0,-12,15.79,Under-forecast
2024-01-27,Sports,Yoga Mat,Central DC,Supplier C,201,170,229,5,97,4.4,65.29,81.76,False,0,True,59,31,18.24,Over-forecast
2024-01-27,Sports,Tennis Racket,West DC,Supplier A,175,156,191,1,99,4.29,77.56,87.82,False,0,True,35,19,12.18,Over-forecast
2024-01-27,Sports,Tennis Racket,South DC,Supplier E,129,120,146,16,97,4.41,78.33,92.5,False,0,True,26,9,7.5,Accurate
2024-01-27,Sports,Fitness Tracker,Central DC,Supplier E,131,118,144,16,97,4.35,77.97,88.98,False,0,True,26,13,11.02,Over-forecast
2024-01-27,Sports,Fitness Tracker,East DC,Supplier C,103,91,117,7,99,4.37,71.43,86.81,False,0,True,26,12,13.19,Over-forecast
2024-01-27,Beauty,Shampoo,East DC,Supplier B,71,83,77,3,100,3.75,92.77,85.54,True,6,False,0,-12,14.46,Under-forecast
2024-01-27,Beauty,Shampoo,West DC,Supplier C,150,165,169,10,90,4.93,97.58,90.91,False,0,False,4,-15,9.09,Under-forecast
2024-01-27,Beauty,Hair Dryer,West DC,Supplier A,179,162,199,4,100,4.06,77.16,89.51,False,0,True,37,17,10.49,Over-forecast
2024-01-27,Beauty,Hair Dryer,South DC,Supplier E,183,159,203,13,90,3.94,72.33,84.91,False,0,True,44,24,15.09,Over-forecast
2024-01-27,Beauty,Makeup,Central DC,Supplier D,104,96,114,7,107,4.76,81.25,91.67,False,0,False,18,8,8.33,Accurate
2024-01-27,Beauty,Makeup,West DC,Supplier B,87,78,94,6,100,4.02,79.49,88.46,False,0,True,16,9,11.54,Accurate
2024-01-28,Electronics,Phone,Central DC,Supplier A,154,179,167,3,100,4.0,93.3,86.03,True,12,False,0,-25,13.97,Under-forecast
2024-01-28,Electronics,Phone,East DC,Supplier B,213,189,232,5,100,4.01,77.25,87.3,False,0,True,43,24,12.7,Over-forecast
2024-01-28,Electronics,Camera,East DC,Supplier C,89,110,95,3,101,3.21,86.36,80.91,True,15,False,0,-21,19.09,Under-forecast
2024-01-28,Electronics,Camera,Central DC,Supplier B,80,90,86,6,100,3.82,95.56,88.89,True,4,False,0,-10,11.11,Under-forecast
2024-01-28,Electronics,Laptop,West DC,Supplier E,226,195,254,10,97,4.38,69.74,84.1,False,0,True,59,31,15.9,Over-forecast
2024-01-28,Electronics,Laptop,East DC,Supplier E,204,189,218,20,100,4.6,84.66,92.06,False,0,False,29,15,7.94,Over-forecast
2024-01-28,Clothing,Dress,East DC,Supplier C,144,128,155,6,100,4.29,78.91,87.5,False,0,True,27,16,12.5,Over-forecast
2024-01-28,Clothing,Dress,South DC,Supplier C,181,164,197,7,100,4.46,79.88,89.63,False,0,True,33,17,10.37,Over-forecast
2024-01-28,Clothing,Sweater,South DC,Supplier A,150,181,157,2,100,3.25,86.74,82.87,True,24,False,0,-31,17.13,Under-forecast
2024-01-28,Clothing,Sweater,East DC,Supplier D,378,417,418,7,103,4.82,99.76,90.65,False,0,False,1,-39,9.35,Under-forecast
2024-01-28,Clothing,Jeans,East DC,Supplier A,304,269,337,3,100,4.34,74.72,86.99,False,0,True,68,35,13.01,Over-forecast
2024-01-28,Clothing,Jeans,Central DC,Supplier C,288,318,320,5,99,4.74,99.37,90.57,False,0,False,2,-30,9.43,Under-forecast
2024-01-28,Food,Bread,East DC,Supplier B,443,377,474,4,97,4.3,74.27,82.49,False,0,True,97,66,17.51,Over-forecast
2024-01-28,Food,Bread,West DC,Supplier C,194,167,222,5,97,4.41,67.07,83.83,False,0,True,55,27,16.17,Over-forecast
2024-01-28,Food,Milk,West DC,Supplier D,212,242,232,12,97,3.99,95.87,87.6,True,10,False,0,-30,12.4,Under-forecast
2024-01-28,Food,Milk,South DC,Supplier B,254,311,270,3,97,3.18,86.82,81.67,True,41,False,0,-57,18.33,Under-forecast
2024-01-28,Food,Eggs,South DC,Supplier E,267,306,292,15,100,4.23,95.42,87.25,True,14,False,0,-39,12.75,Under-forecast
2024-01-28,Food,Eggs,Central DC,Supplier E,268,295,293,19,70,4.06,99.32,90.85,True,2,False,0,-27,9.15,Under-forecast
2024-01-28,Home Goods,Pillow,East DC,Supplier A,64,70,71,2,97,5.0,98.57,91.43,False,0,False,1,-6,8.57,Accurate
2024-01-28,Home Goods,Pillow,South DC,Supplier B,153,135,169,7,80,3.9,74.81,86.67,False,0,True,34,18,13.33,Over-forecast
2024-01-28,Home Goods,Curtains,West DC,Supplier D,149,136,166,9,97,5.0,77.94,90.44,False,0,True,30,13,9.56,Over-forecast
2024-01-28,Home Goods,Curtains,East DC,Supplier E,135,118,147,13,70,3.88,75.42,85.59,False,0,True,29,17,14.41,Over-forecast
2024-01-28,Home Goods,Rug,Central DC,Supplier B,91,103,98,6,100,3.94,95.15,88.35,True,5,False,0,-12,11.65,Under-forecast
2024-01-28,Home Goods,Rug,South DC,Supplier B,132,116,141,4,97,4.62,78.45,86.21,False,0,True,25,16,13.79,Over-forecast
2024-01-28,Sports,Yoga Mat,West DC,Supplier A,113,100,121,2,97,4.6,79.0,87.0,False,0,True,21,13,13.0,Over-forecast
2024-01-28,Sports,Yoga Mat,South DC,Supplier D,116,130,130,9,103,4.57,100.0,89.23,False,0,False,0,-14,10.77,Under-forecast
2024-01-28,Sports,Dumbbells,East DC,Supplier B,167,140,182,3,99,4.25,70.0,80.71,False,0,True,42,27,19.29,Over-forecast
2024-01-28,Sports,Dumbbells,West DC,Supplier D,141,164,162,9,97,3.87,98.78,85.98,True,2,False,0,-23,14.02,Under-forecast
2024-01-28,Sports,Tennis Racket,South DC,Supplier E,120,146,132,13,107,3.79,90.41,82.19,True,14,False,0,-26,17.81,Under-forecast
2024-01-28,Sports,Tennis Racket,West DC,Supplier A,123,137,138,1,97,4.47,99.27,89.78,False,0,False,1,-14,10.22,Under-forecast
2024-01-28,Beauty,Makeup,South DC,Supplier B,194,171,213,3,100,4.59,75.44,86.55,False,0,True,42,23,13.45,Over-forecast
2024-01-28,Beauty,Makeup,West DC,Supplier E,220,189,243,15,100,4.49,71.43,83.6,False,0,True,54,31,16.4,Over-forecast
2024-01-28,Beauty,Perfume,South DC,Supplier E,190,168,210,13,80,4.35,75.0,86.9,False,0,True,42,22,13.1,Over-forecast
2024-01-28,Beauty,Perfume,East DC,Supplier A,67,75,76,3,97,3.91,98.67,89.33,False,0,False,1,-8,10.67,Accurate
2024-01-28,Beauty,Skincare,Central DC,Supplier D,84,72,90,9,100,4.37,75.0,83.33,False,0,True,18,12,16.67,Over-forecast
2024-01-28,Beauty,Skincare,East DC,Supplier B,152,128,173,7,90,4.15,64.84,81.25,False,0,True,45,24,18.75,Over-forecast
2024-01-29,Electronics,Phone,South DC,Supplier E,119,103,127,22,70,4.09,76.7,84.47,False,0,True,24,16,15.53,Over-forecast
2024-01-29,Electronics,Phone,West DC,Supplier E,137,116,145,11,97,4.75,75.0,81.9,False,0,True,29,21,18.1,Over-forecast
2024-01-29,Electronics,Tablet,East DC,Supplier C,146,176,163,7,90,4.04,92.61,82.95,True,13,False,0,-30,17.05,Under-forecast
2024-01-29,Electronics,Tablet,West DC,Supplier A,129,147,138,2,97,3.91,93.88,87.76,True,9,False,0,-18,12.24,Under-forecast
2024-01-29,Electronics,Smart Watch,East DC,Supplier E,138,158,154,24,40,3.5,97.47,87.34,True,4,False,0,-20,12.66,Under-forecast
2024-01-29,Electronics,Smart Watch,West DC,Supplier D,156,176,170,14,80,3.67,96.59,88.64,True,6,False,0,-20,11.36,Under-forecast
2024-01-29,Clothing,Shoes,East DC,Supplier B,172,146,187,2,97,4.19,71.92,82.19,False,0,True,41,26,17.81,Over-forecast
2024-01-29,Clothing,Shoes,West DC,Supplier E,248,306,268,9,97,3.08,87.58,81.05,True,38,False,0,-58,18.95,Under-forecast
2024-01-29,Clothing,T-shirt,East DC,Supplier B,261,290,290,4,100,4.75,100.0,90.0,False,0,False,0,-29,10.0,Under-forecast
2024-01-29,Clothing,T-shirt,South DC,Supplier E,337,297,371,15,100,4.53,75.08,86.53,False,0,True,74,40,13.47,Over-forecast
2024-01-29,Clothing,Sweater,West DC,Supplier D,349,398,375,13,90,3.68,94.22,87.69,True,23,False,0,-49,12.31,Under-forecast
2024-01-29,Clothing,Sweater,East DC,Supplier E,271,233,307,21,80,3.82,68.24,83.69,False,0,True,74,38,16.31,Over-forecast
2024-01-29,Food,Eggs,Central DC,Supplier A,340,392,365,4,100,4.07,93.11,86.73,True,27,False,0,-52,13.27,Under-forecast
2024-01-29,Food,Eggs,West DC,Supplier C,272,249,287,6,100,4.89,84.74,90.76,False,0,False,38,23,9.24,Over-forecast
2024-01-29,Food,Bread,Central DC,Supplier D,330,299,368,13,100,4.26,76.92,89.63,False,0,True,69,31,10.37,Over-forecast
2024-01-29,Food,Bread,East DC,Supplier C,377,332,421,5,100,4.27,73.19,86.45,False,0,True,89,45,13.55,Over-forecast
2024-01-29,Food,Milk,East DC,Supplier C,355,317,376,5,97,4.29,81.39,88.01,False,0,False,59,38,11.99,Over-forecast
2024-01-29,Food,Milk,West DC,Supplier A,134,156,152,1,97,4.18,97.44,85.9,True,4,False,0,-22,14.1,Under-forecast
2024-01-29,Home Goods,Rug,East DC,Supplier A,135,125,149,2,97,4.8,80.8,92.0,False,0,False,24,10,8.0,Accurate
2024-01-29,Home Goods,Rug,Central DC,Supplier B,85,94,95,5,97,4.62,98.94,90.43,False,0,False,1,-9,9.57,Accurate
2024-01-29,Home Goods,Curtains,Central DC,Supplier E,133,165,140,17,99,3.49,84.85,80.61,True,25,False,0,-32,19.39,Under-forecast
2024-01-29,Home Goods,Curtains,South DC,Supplier B,124,143,135,4,99,4.19,94.41,86.71,True,8,False,0,-19,13.29,Under-forecast
2024-01-29,Home Goods,Table,Central DC,Supplier C,194,166,218,7,97,4.57,68.67,83.13,False,0,True,52,28,16.87,Over-forecast
2024-01-29,Home Goods,Table,South DC,Supplier D,112,129,125,5,99,4.39,96.9,86.82,True,4,False,0,-17,13.18,Under-forecast
